"nome_arquivo","bioacous_audio"
"20220817_12300",0.620599928108873
"20220817_12450",0.530971334471831
"20220817_13000",0.6039722967316
"20220817_13150",0.805190316782878
"20220817_13300",1.24467929448773
"20220817_13450",0.692049062101491
"20220817_14000",0.441771129039356
"20220817_14150",0.515491035890463
"20220817_14300",0.57634080953859
"20220817_14450",0.529973321596886
"20220817_15000",0.532468074631322
"20220817_15150",0.60666927419491
"20220817_15300",1.35668469060283
"20220817_15450",0.516223185404888
"20220817_16000",0.51167405923229
"20220817_16150",0.508645766418719
"20220817_16300",0.489825189908363
"20220817_16450",0.597569724492903
"20220817_17000",0.582740161935886
"20220817_17150",0.596268686620036
"20220817_17300",0.734499178516819
"20220817_17450",0.771444850133015
"20220817_18000",1.00498011462925
"20220817_18150",1.43761258667072
"20220817_18300",0.796258936221428
"20220817_18450",0.793914330191765
"20220817_19000",0.886660168552812
"20220817_19150",0.681015834891783
"20220817_19300",0.760396302601059
"20220817_19450",0.701684046207278
"20220817_20000",0.657811248340092
"20220817_20150",0.71713332061815
"20220817_20300",0.615616220147707
"20220817_20450",0.553402681752155
"20220817_21000",0.50712007938226
"20220817_21150",1.35894935995155
"20220817_21300",1.8600658932171
"20220817_21450",1.79497004365799
"20220817_22000",1.92238475767533
"20220817_22150",1.555143312198
"20220817_22300",1.76781863903611
"20220817_22450",1.75560460961279
"20220817_23000",1.93830502912229
"20220817_23150",1.64308645982139
"20220817_23300",1.70515646515258
"20220817_23450",1.18982368977959
