"nome_arquivo","complexidade_img"
"20231109_0000001",0.45129474874301
"20231109_0010001",0.453521923457235
"20231109_0020001",0.451735626621646
"20231109_0030001",0.453749414995924
"20231109_0040001",0.448274066181592
"20231109_0050001",0.457867409685136
"20231109_0100001",0.452356255366305
"20231109_0110001",0.44500021338634
"20231109_0120001",0.453402933447332
"20231109_0130001",0.449463242937093
"20231109_0140001",0.456531755865773
"20231109_0150001",0.45066290817371
"20231109_0200001",0.449320020919095
"20231109_0210001",0.450541748133231
"20231109_0220001",0.451993136916633
"20231109_0230001",0.442769060282726
"20231109_0240001",0.445107991571601
"20231109_0250001",0.444226235814329
"20231109_0300001",0.445121373426818
"20231109_0310001",0.444833482703771
"20231109_0320001",0.438203677623151
"20231109_0330001",0.446948539171584
"20231109_0340001",0.439797203409263
"20231109_0350001",0.437684316972026
"20231109_0400001",0.437046327982761
"20231109_0410001",0.438341836236473
"20231109_0420001",0.435832557547403
"20231109_0430001",0.434892572636348
"20231109_0440001",0.438021033383027
"20231109_0450001",0.439822882104409
"20231109_0500001",0.437447421967509
"20231109_0510001",0.44067968251006
"20231109_0520001",0.438153766919909
"20231109_0530001",0.437200038481876
"20231109_0540001",0.435772158363045
"20231109_0550001",0.438790670893886
"20231109_0600001",0.437550136748093
"20231109_0610001",0.436204356119378
"20231109_0620001",0.435141402809032
"20231109_0630001",0.43354498364882
"20231109_0640001",0.433812259081397
"20231109_0650001",0.437954124106942
"20231109_0700001",0.434766349191193
"20231109_0710001",0.436598216668873
"20231109_0720001",0.43331749211013
"20231109_0730001",0.43765176651339
"20231109_0740001",0.437919041945968
"20231109_0750001",0.434882084155232
"20231109_0800001",0.442264166502106
"20231109_0810001",0.466127269399893
"20231109_0820001",0.477964786190504
"20231109_0830001",0.473946974579538
"20231109_0840001",0.498729808769672
"20231109_0850001",0.470303493242886
"20231109_0900001",0.466381524649016
"20231109_0910001",0.461300759727705
"20231109_0920001",0.451773963828484
"20231109_0930001",0.455152701434897
"20231109_0940001",0.446363715931424
"20231109_0950001",0.453143976465295
"20231109_1000001",0.473214589260229
"20231109_1010001",0.488164291568202
